book_id,authors,original_publication_year,original_title,language_code
1928,Joyce Meyer,1995.0,Battlefield of the Mind: Winning the Battle in Your Mind,en-US
1929,Nora Roberts,2001.0,Dance Upon The Air,eng
1930,David Eddings,1984.0,Castle of Wizardry,eng
1931,J.R. Ward,2011.0,"Lover Avenged, part two",en-US
1932,أثير عبدالله النشمي,2010.0,أحببتك أكثر مما ينبغى,ara
1933,Richard Castle,2008.0,Heat Wave,en-US
1934,Amazon,2011.0,kindle paperwhite user's guide 2nd edition,eng
1935,John Irving,1998.0,A Widow for One Year,
1936,C.S. Lewis,1938.0,Out of the Silent Planet,eng
1937,"Roald Dahl, Quentin Blake",1972.0,"Charlie and the Great Glass Elevator: The Further Adventures of Charlie Bucket and Willy Wonka, Chocolate-Maker Extraordinaire",
1938,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake ,en-US
1939,Iain Banks,1984.0,The Wasp Factory,en-US
1940,Marisha Pessl,2013.0,Night Film,eng
1941,Rob Lowe,2011.0,,en-US
1942,Kevin Kwan,2013.0,Crazy Rich Asians,eng
1943,Libba Bray,2005.0,Rebel Angels,eng
1944,Karen Marie Moning,2007.0,Bloodfever,eng
1945,Karen Marie Moning,2008.0,Faefever,en-US
1946,Robert Dugoni,2014.0,My Sister's Grave,eng
1947,Ransom Riggs,2015.0,Library of Souls ,eng
1948,E.M. Forster,1910.0,Howards End,eng
1949,"Mike Mignola, John Byrne",1994.0,Hellboy: Seed of Destruction,eng
1950,Michelle Hodkin,2012.0,The Evolution of Mara Dyer,eng
1951,Rick Riordan,2015.0,The Sword of Summer,eng
1952,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard",eng
1953,"Shirley Jackson, Laura   Miller",1959.0,The Haunting οf Hill House,eng
1954,Hunter S. Thompson,1998.0,The Rum Diary,eng
1955,"Laura Ingalls Wilder, Garth Williams",1941.0,Little Town on the Prairie,en-GB
1956,Dodie Smith,1948.0,I Capture the Castle,eng
1957,"P.C. Cast, Kristin Cast",2011.0,Destined,eng
1958,Janet Evanovich,2009.0,Finger Lickin' Fifteen,en-US
1959,Charles Bukowski,1978.0,Women,eng
1960,John Jakes,1982.0,North and South,en-US
1961,Patricia Briggs,2010.0,Silver Borne,en-US
1962,Robert Ludlum,1990.0,The Bourne Ultimatum,eng
1963,Robin Hobb,2001.0,Fool's Errand,eng
1964,Marie Lu,2014.0,The Young Elites,eng
1965,Nora Roberts,1999.0,Jewels of the Sun,en-US
1966,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Τὰ εἰς ἑαυτόν ,eng
1967,"Dave Barry, Ridley Pearson, Greg Call",2004.0,Peter and the Starcatchers,eng
1968,Jared Diamond,2004.0,Collapse: How Societies Chose to Fail or Succeed,en-GB
1969,A.S. Byatt,1990.0,Possession,eng
1970,Melissa de la Cruz,2008.0,Revelations,en-US
1971,Tom Clancy,1993.0,Without Remorse,en-US
1972,Sigmund Freud,1899.0,Die Traumdeutung,
1973,Peter Straub,1979.0,Ghost Story,en-US
1974,"Lemony Snicket, Brett Helquist",2005.0,The Penultimate Peril,en-US
1975,Bill Bryson,1998.0,Notes from a Big Country,en-US
1976,"Lemony Snicket, Brett Helquist",2006.0,The End,en-US
1977,Mary Karr,1995.0,The Liars' Club: A Memoir,eng
1978,Charlaine Harris,2013.0,Dead Ever After,eng
1979,Ray Bradbury,1951.0,The Illustrated Man,eng
1980,Raine Miller,2010.0,Naked,eng
1981,Jeff VanderMeer,2014.0,Annihilation,eng
1982,Abbi Glines,2011.0,Breathe,eng
1983,"Margaret Wise Brown, Clement Hurd",1942.0,The Runaway Bunny,en-US
1984,"Stephen Hawking, Leonard Mlodinow",2010.0,The Grand Design,eng
1985,John Grisham,2006.0,The Innocent Man,eng
1986,"Richard Bachman, Stephen King",1985.0,The Bachman Books,eng
1987,Reza Aslan,2013.0,Zealot: The Life and Times of Jesus of Nazareth,eng
1988,Terry Goodkind,1999.0,Soul of the Fire,eng
1989,"Jan-Philipp Sendker, Kevin Wiliarty",2002.0,Das Herzenhören,eng
1990,Iain M. Banks,1987.0,Consider Phlebas,eng
1991,David J. Schwartz,1959.0,The Magic of Thinking Big,en-US
1992,Anne Rice,1998.0,The Vampire Armand,en-US
1993,Abbi Glines,2013.0,"Forever Too Far (Too Far, #3)",eng
1994,George R.R. Martin,2000.0,A Storm of Swords: Part 1 Steel and Snow,eng
1995,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883.0,Le avventure di Pinocchio,eng
1996,Robin LaFevers,2012.0,Grave Mercy,eng
1997,Stormie Omartian,1996.0,The Power of a Praying Wife,
1998,Henry Miller,1934.0,Tropic of Cancer,eng
1999,Wally Lamb,2007.0,The Hour I First Believed,en-US
2000,Brian Sibley,2010.0,Harry Potter: Film Wizardry,eng
2001,"Leo Tolstoy, Aylmer Maude",1886.0,Смерть Ивана Ильича,eng
2002,Paula McLain,2015.0,Circling the Sun,eng
2003,John Steinbeck,1962.0,Travels with Charley: In Search of America,eng
2004,Alice Hoffman,2011.0,The Dovekeepers,eng
2005,Scott Lynch,2013.0,The Republic of Thieves,eng
2006,Cornelia Funke,2000.0,Herr der Diebe,eng
2007,Susan Ee,2013.0,World After,eng
2008,Dean Koontz,2006.0,Brother Odd,eng
2009,John Howard Griffin,1960.0,Black Like Me,en-US
2010,Chuck Palahniuk,2008.0,Snuff,en-US
2011,James Patterson,1996.0,Jack & Jill,eng
2012,Ian McEwan,2005.0,Saturday,en-US
2013,Jonathan Kellerman,1985.0,When the Bough Breaks,eng
2014,Robert James Waller,1992.0,The Bridges of Madison County,eng
2015,Lee Child,2009.0,Gone Tomorrow,eng
2016,Michael Scott,2009.0,The Sorceress,eng
2017,Hilary Mantel,2012.0,Bring Up the Bodies,en-US
2018,Rick Riordan,2008.0,The Maze of Bones ,eng
2019,Mark Bittman,1998.0,How to Cook Everything: Simple Recipes for Great Food,en-US
2020,Stephenie Meyer,2007.0,"The Twilight Collection (Twilight, #1-3)",eng
2021,Wassily Kandinsky,1912.0,Über das Geistige in der Kunst,eng
2022,Winston Groom,1986.0,Forrest Gump,eng
2023,"Albert Camus, Justin O'Brien",1956.0,La Chute,eng
2024,Tom Robbins,1976.0,Even Cowgirls Get the Blues,eng
2025,"Wilkie Collins, Carolyn G. Heilbrun",1868.0,The Moonstone,eng
2026,"Italo Calvino, William Weaver",1979.0,Se una notte d'inverno un viaggiatore,eng
2027,"Gregory Maguire, Douglas Smith",2004.0,Son of a Witch,eng
2028,Ian McEwan,2007.0,On Chesil Beach,eng
2029,Sue Grafton,1996.0,"""M"" is for Malice",en-GB
2030,Patricia Cornwell,1998.0,Point of Origin,en-GB
2031,Patricia MacLachlan,1985.0,"Sarah, Plain and Tall",eng
2032,يوسف زيدان,2008.0,عزازيل,ara
2033,Christopher Moore,1995.0,Bloodsucking Fiends,eng
2034,"David Sedaris, Ian Falconer",2010.0,Squirrel Seeks Chipmunk: A Modest Bestiary,eng
2035,Brené Brown,2010.0,The Gifts of Imperfection,eng
2036,Ann Patchett,2016.0,Commonwealth,eng
2037,Melissa de la Cruz,2009.0,The Van Alen Legacy ,en-US
2038,Robert McCloskey,1948.0,Blueberries for Sal,eng
2039,Colleen Hoover,2013.0,Losing Hope,eng
2040,Stephen King,2006.0,Lisey's Story,eng
2041,Eben Alexander,2012.0,Proof of Heaven: A Neurosurgeon's Journey Into the Afterlife,en-US
2042,Terry Pratchett,1993.0,Men at Arms,eng
2043,A.J. Jacobs,2007.0,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,en-US
2044,Frank Herbert,1981.0,God Emperor of Dune,eng
2045,Emily Giffin,2014.0,,eng
2046,Jean M. Auel,1982.0,The Valley of Horses,en-US
2047,Harlan Coben,2013.0,Six Years,eng
2048,Beverly Cleary,1968.0,Ramona the Pest,
2049,L.J. Smith,2008.0,"Night World, No. 2",en-CA
2050,Katherine Dunn,1989.0,Geek Love,eng
2051,"Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",-401.0,,en-US
2052,Robert Penn Warren,1946.0,All the King’s Men,eng
2053,Ann Brashares,2005.0,Girls in Pants: The Third Summer of the Sisterhood,eng
2054,Harlan Coben,2007.0,The Woods,eng
2055,Robert Jordan,2004.0,New Spring,eng
2056,John Grisham,2011.0,The Litigators,eng
2057,"Fredrik Backman, Henning Koch",2013.0,Min mormor hälsar och säger förlåt,eng
2058,Vince Flynn,2010.0,American Assassin,eng
2059,Brené Brown,2012.0,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",
2060,Hannah Kent,2013.0,Burial Rites,eng
2061,Sarah Waters,2002.0,Fingersmith,eng
2062,Peter Mayle,1989.0,A Year in Provence,eng
2063,"Kate DiCamillo, Bagram Ibatoulline",2000.0,The Miraculous Journey of Edward Tulane,eng
2064,Jojo Moyes,2008.0,The Last Letter From Your Lover,eng
2065,Martin Cruz Smith,1981.0,Gorky Park,eng
2066,Tara Conklin,2013.0,The House Girl,eng
2067,Karen Hesse,1997.0,Out of the Dust,
2068,Meg Cabot,2006.0,Queen of Babble,eng
2069,Jeff Kinney,2012.0,The Third Wheel,en-US
2070,Elizabeth Wein,2012.0,Code Name Verity,eng
2071,Ellen Hopkins,2006.0," Burned (Burned, #1)",en-US
2072,Sidney Sheldon,1982.0,Master of the Game,eng
2073,Patricia Cornwell,1994.0,The Body Farm,eng
2074,Meg Cabot,2002.0,The Boy Next Door (Boy #1),eng
2075,"Anonymous, N.K. Sandars",-1750.0,Shūtur eli sharrī,eng
2076,Anna Godbersen,2007.0,The Luxe,en-US
2077,Beatrix Potter,1986.0,The Complete Tales of Beatrix Potter,
2078,Philip Roth,1997.0,American Pastoral,eng
2079,Elizabeth Gilbert,2015.0,Big Magic: Creative Living Beyond Fear,eng
2080,Jim Butcher,2014.0,Skin Game,eng
2081,Anonymous,609.0,القرآن‎‎ [al-Qurʾān],ara
2082,Gena Showalter,2008.0,The Darkest Night,eng
2083,Neal Stephenson,2008.0,Anathem,eng
2084,Barbara Kingsolver,2009.0,The Lacuna,eng
2085,Terry Pratchett,1996.0,Hogfather,eng
2086,Elizabeth Berg,2000.0,Open House,eng
2087,Jeannette Walls,2013.0,The Silver Star,eng
2088,John Irving,1981.0,The Hotel New Hampshire,eng
2089,Laurell K. Hamilton,1994.0,The Laughing Corpse,en-US
2090,Nora Roberts,2003.0,"Key of Light (Key Trilogy, #1)",eng
2091,Ellen Hopkins,2008.0,Identical,eng
2092,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",2010.0,,en-GB
2093,"Janet Evanovich, Lorelei King",2011.0,Smokin' Seventeen,eng
2094,Dr. Seuss,1961.0,The Sneetches and Other Stories,en-US
2095,"Bill Martin Jr., Eric Carle",1982.0,"Polar Bear, Polar Bear, What Do You Hear?",eng
2096,Hermann Hesse,1919.0,Demian: Die Geschichte einer Jugend,ger
2097,Kurt Vonnegut Jr.,1965.0,"God Bless You, Mr Rosewater or Pearls before Swine",eng
2098,"Yoshiki Nakamura, Tomo Kimura",2002.0,スキップ・ビート! 1 ,eng
2099,Frank Miller,1986.0,The Dark Knight Returns,eng
2100,"J.K. Rowling, Mary GrandPré",1999.0,Harry Potter Boxed Set Books 1-4,eng
2101,Paolo Bacigalupi,2009.0,The Windup Girl,eng
2102,"Oscar Wilde, Richard Allen Cave",1954.0,,eng
2103,Stephanie Perkins,2014.0,Isla and the Happily Ever After,eng
2104,Ilona Andrews,2007.0,Magic Bites,eng
2105,Jodi Ellen Malpas,2013.0,This Man Confessed,eng
2106,"Irène Némirovsky, Sandra Smith",2004.0,Suite française ,
2107,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914.0,The Letters of Vincent van Gogh,en-GB
2108,Terry Pratchett,1988.0,Sourcery,en-US
2109,Bryan Lee O'Malley,2005.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",
2110,"Grant Morrison, Dave McKean",1989.0,Batman: Arkham Asylum - A Serious House on Serious Earth,eng
2111,Jenny Han,2015.0,P.S. I Still Love You,eng
2112,David Baldacci,2015.0,Memory Man,eng
2113,Hillary Jordan,2008.0,Mudbound,eng
2114,Mark Bowden,1999.0,Black Hawk Down,en-US
2115,"V.E. Schwab, Victoria Schwab",2015.0,A Darker Shade of Magic,eng
2116,David Grann,2009.0,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,eng
2117,Brandon Sanderson,2015.0,Firefight,eng
2118,Trudi Canavan,2001.0,The Magicians' Guild,eng
2119,Michael Scott,2010.0,The Necromancer: The Secrets of The Immortal Nicholas Flamel,eng
2120,Lee Child,2010.0,61 Hours,en-US
2121,Patricia McCormick,2000.0,Cut,en-US
2122,"Roald Dahl, Quentin Blake",1981.0,George's Marvellous Medicine,eng
2123,Jane Smiley,1991.0,A Thousand Acres,eng
2124,Lloyd Alexander,1964.0,The Book of Three,en-US
2125,Patricia Briggs,2008.0,Cry Wolf,en-US
2126,Ian Falconer,2000.0,Olivia,en-US
2127,Kent Haruf,1999.0,Plainsong,en-US
2128,Daniel Clowes,1998.0,Ghost World,eng
2129,Amanda Hocking,2010.0,Torn,en-US
2130,"Ivan Turgenev, George Reavy, Jane Costlow",1862.0,Отцы и дѣти,eng
2131,"Eliyahu M. Goldratt, Jeff Cox",1984.0,The Goal,en-US
2132,Geraldine Brooks,2011.0,Caleb's Crossing,eng
2133,Claudia Gray,2008.0,Evernight,en-US
2134,Lee Child,2007.0,Bad Luck and Trouble,en-US
2135,Karen Joy Fowler,2004.0,The Jane Austen Book Club,en-US
2136,Ian McEwan,2014.0,The Children Act,eng
2137,Janet Evanovich,2009.0,Sizzling Sixteen,eng
2138,Ashlee Vance,2015.0,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",eng
2139,James S.A. Corey,2012.0,Caliban's War,eng
2140,Rebecca Donovan,2012.0,Barely Breathing,eng
2141,"Homer, Robert Fagles, Bernard Knox",-762.0,Ἰλιάς ; Ὀδύσσεια,eng
2142,"Mark Waid, Alex Ross, Elliot S. Maggin",1996.0,Kingdom Come,eng
2143,Henri Charrière,1969.0,Papillon ,
2144,Sarah Waters,1998.0,Tipping the Velvet,eng
2145,"Chris Colfer, Brandon Dorman",2012.0,"The Wishing Spell (The Land of Stories, #1)",eng
2146,David Ebershoff,2008.0,The 19th Wife,en-US
2147,Walter Dean Myers,1999.0,Monster,eng
2148,George R.R. Martin,2011.0,,en-US
2149,Patricia Cornwell,1991.0,Body of Evidence ,en-US
2150,"Brian K. Vaughan, Fiona Staples",2012.0,Saga #1,eng
2151,Sara Shepard,2007.0,Perfect,eng
2152,Jessica Sorensen,2012.0,The Secret of Ella and Micha,eng
2153,Kevin Hearne,2011.0,Hounded,eng
2154,Stephen King,2002.0,From a Buick 8,en-US
2155,Kim Stanley Robinson,1993.0,Red Mars,en-US
2156,"Charlotte Perkins Gilman, Elaine Hedges",1892.0,The Yellow Wall-paper. A story,eng
2157,"H.G. Wells, Alfred MacAdam",1968.0,The Time Machine and The Invisible Man,
2158,Nora Roberts,1998.0,Sea Swept,en-US
2159,Brent Weeks,2012.0,The Blinding Knife,eng
2160,Morgan Matson,2014.0,Since You've Been Gone,eng
2161,Steve Martin,2010.0,,en-US
2162,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969.0,What to Expect When You're Expecting,
2163,John Flanagan,2005.0,The Icebound Land,eng
2164,Marian Keyes,2006.0,Anybody Out There?,
2165,"Peter Thiel, Blake  Masters",2014.0,"Zero to One: Notes on Start Ups, or How to Build the Future",eng
2166,Sarah J. Maas,2016.0,Empire of Storms,eng
2167,"Charles Dickens, Katharine Kroeber Wiley",1843.0,,
2168,Gillian Flynn,2014.0,What Do You Do?,eng
2169,Neil Gaiman,1998.0,Smoke and Mirrors: Short Fiction and Illusions,eng
2170,Amish Tripathi,2013.0,The Oath of the Vayuputras,eng
2171,Kurt Vonnegut Jr.,1968.0,Welcome to the Monkey House,eng
2172,Jim Gaffigan,2013.0,Dad Is Fat,
2173,David McCullough,1992.0,Truman,en-US
2174,Ron Chernow,2004.0,Alexander Hamilton,eng
2175,"Dr. Seuss, Various",2003.0,The Cat in the Hat and Other Dr. Seuss Favorites,
2176,"Nikolai Gogol, Robert A. Maguire",1842.0,Мёртвые ду́ши,eng
2177,Elle Kennedy,2015.0,The Deal,eng
2178,Kiera Cass,2016.0,The Crown,eng
2179,David Baldacci,2011.0,Zero Day,en-US
2180,"Arlene Mosel, Blair Lent",1968.0,Tikki Tikki Tembo,en-CA
2181,L.J. Smith,2008.0,"Night World, No. 1",en-US
2182,Tina Reber,2010.0,"Love Unscripted (Love, #1)",en-US
2183,James Patterson,1999.0,Pop Goes the Weasel,eng
2184,Penelope Douglas,2013.0,Bully,
2185,Alison Weir,1980.0,The Six Wives of Henry VIII,en-US
2186,"Yevgeny Zamyatin, Clarence Brown",1924.0,Мы,eng
2187,Barbara Kingsolver,1993.0,Pigs in Heaven,eng
2188,John Scalzi,2006.0,The Ghost Brigades,en-GB
2189,Alan Paton,1948.0,"Cry, The Beloved Country",eng
2190,"Brian Froud, Alan Lee",1978.0,Faeries,
2191,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,en-US
2192,Nick Hornby,2001.0,How to Be Good,
2193,Cassandra Clare,2016.0,Lady Midnight,eng
2194,Cornelia Funke,2007.0,Tintentod,eng
2195,Isaac Asimov,1982.0,Foundation's Edge,eng
2196,Thomas Hardy,1895.0,Jude the Obscure,en-US
2197,David Eddings,1982.0,Queen of Sorcery,en-US
2198,Shirley Jackson,1949.0,The Lottery: Adventures of the Demon Lover,en-US
2199,Margaret Peterson Haddix,2010.0,,eng
2200,Aprilynne Pike,2009.0,Wings ,en-US
2201,Cecily von Ziegesar,2002.0,Gossip Girl,eng
2202,Frederick Forsyth,1972.0,The Odessa File,en-US
2203,Elizabeth Strout,2013.0,The Burgess Boys,eng
2204,Yuval Noah Harari,2011.0,קיצור תולדות האנושות‎‎,eng
2205,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011.0,,eng
2206,Tana French,2012.0,Broken Harbor,eng
2207,M. Leighton,2013.0,Down to You,eng
2208,William Shakespeare,1623.0,The Complete Works,eng
2209,Ursula K. Le Guin,1974.0,The Dispossessed,eng
2210,"Henning Mankell, Steven T. Murray",1991.0,Mördare utan ansikte,eng
2211,John Grisham,2010.0,The Confession,eng
2212,Dean Koontz,1988.0,Lightning,eng
2213,"James Patterson, Keith David, Anthony Heald",1997.0,Cat & Mouse,en-GB
2214,Judy Blume,1980.0,Superfudge,eng
2215,Shari Lapena,2016.0,The Couple Next Door,eng
2216,Cynthia Hand,2012.0,Hallowed,eng
2217,Ann Leckie,2013.0,Ancillary Justice,eng
2218,Terry Goodkind,2001.0,The Pillars of Creation,en-GB
2219,"James C. Collins, Jerry I. Porras",1994.0,Built to Last: Successful Habits of Visionary Companies,eng
2220,Allen Eskens,2014.0,The Life We Bury,
2221,Eric Wilson,2008.0,Fireproof,en-US
2222,Jack Higgins,1975.0,The Eagle Has Landed,
2223,Laurell K. Hamilton,1996.0,The Lunatic Cafe,eng
2224,David Wong,2007.0,John Dies at the End,eng
2225,"Carl Sagan, Ann Druyan",1995.0,The Demon-Haunted World: Science as a Candle in the Dark,eng
2226,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,eng
2227,Stanisław Lem,1961.0,Solaris,eng
2228,Elizabeth Wurtzel,1994.0,Prozac Nation,en-US
2229,Lloyd Alexander,1965.0,The Black Cauldron,eng
2230,Daniel J. Levitin,2006.0,This Is Your Brain on Music: The Science of a Human Obsession,
2231,Mitch Albom,2013.0,The First Phone Call from Heaven,eng
2232,Augusten Burroughs,2006.0,Possible Side Effects,en-US
2233,Anna Quindlen,2014.0,Still Life with Bread Crumbs,eng
2234,Agatha Christie,1936.0,The ABC Murders,eng
2235,Anonymous,1909.0,Holy Bible: New International Version,eng
2236,J.R. Ward,2012.0,Lover Reborn,eng
2237,Julia Quinn,2000.0,The Duke and I,en-US
2238,"Margaret Weis, Tracy Hickman",1985.0,Dragons of Spring Dawning,eng
2239,Lorraine Hansberry,1959.0,A Raisin in the Sun,
2240,Richard K. Morgan,2002.0,Altered Carbon,eng
2241,Tom Clancy,1991.0,The Sum of All Fears,
2242,A.J. Banner,2015.0,,eng
2243,"Brian K. Vaughan, Fiona Staples",2013.0,"Saga, Volume Two",eng
2244,Lee Child,2004.0,The Enemy,en-US
2245,Michael   Lewis,2014.0,Flash Boys: A Wall Street Revolt,eng
2246,"Jean-Dominique Bauby, Jeremy Leggatt",1997.0,Le Scaphandre et le Papillon,en-US
2247,"Bill O'Reilly, Martin Dugard",2012.0,Killing Kennedy: The End of Camelot,eng
2248,John Grisham,2015.0,,
2249,Bill Bryson,2006.0,The Life and Times of The Thunderbolt Kid: A Memoir,
2250,Chevy Stevens,2010.0,Still Missing,en-US
2251,Frank McCourt,1999.0,'Tis: A Memoir,eng
2252,Charles C. Mann,2005.0,1491: New Revelations of the Americas Before Columbus,eng
2253,Marissa Meyer,2015.0,Fairest,eng
2254,Kay Redfield Jamison,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,eng
2255,Sarah  Young,2004.0,,
2256,Edward Albee,1962.0,Who's Afraid of Virginia Woolf?,eng
2257,Andrzej Sapkowski,1993.0,Ostatnie życzenie,eng
2258,"Umberto Eco, William Weaver",1988.0,Il pendolo di Foucault,en-US
2259,Don Freeman,1978.0,A Pocket for Corduroy,en-US
2260,"James Patterson, Maxine Paetro",2006.0,The 5th Horseman,
2261,Jacqueline Carey,2001.0,Kushiel's Dart,eng
2262,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng
2263,Janet Evanovich,2011.0,Explosive Eighteen,eng
2264,Michael  Grant,2010.0,Lies,en-US
2265,A.W. Tozer,1948.0,Pursuit of God,
2266,Julie Kagawa,2011.0,The Iron Knight,eng
2267,Jacqueline Winspear,2003.0,Maisie Dobbs,en-US
2268,Raymond E. Feist,1982.0,Magician,eng
2269,Ann Brashares,2007.0,Forever in Blue: The Fourth Summer of the Sisterhood,eng
2270,Terry Pratchett,1996.0,Feet of Clay,
2271,"Stieg Larsson, Reg Keeland",2005.0,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes",eng
2272,Dot Hutchison,2016.0,The Butterfly Garden,eng
2273,Tom Robbins,1990.0,Skinny Legs and All,
2274,Jeaniene Frost,2009.0,Destined for an Early Grave,en-US
2275,R.K. Lilley,2012.0,In Flight,eng
2276,James Patterson,2006.0,Cross,eng
2277,Meg Cabot,2002.0,All-American Girl,eng
2278,Bill Bryson,1991.0,Neither Here Nor There: Travels in Europe,en-US
2279,David Levithan,2003.0,Boy Meets Boy,eng
2280,Wally Lamb,2013.0,We Are Water,eng
2281,James Patterson,2009.0,Max ,en-US
2282,Alexandra Adornetto,2010.0,Halo,en-US
2283,Kiran Desai,2006.0,The Inheritance of Loss,eng
2284,Raymond E. Feist,1986.0,A Darkness at Sethanon ,en-GB
2285,"Johann Wolfgang von Goethe, Burton Pike",1774.0,Die Leiden des jungen Werthers,eng
2286,Jeaniene Frost,2008.0,At Grave's End,en-US
2287,Alexandra Fuller,2001.0,Don't Let's Go to the Dogs Tonight: An African Childhood,eng
2288,Robin McKinley,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,eng
2289,Jonathan Safran Foer,2009.0,Eating Animals,eng
2290,"Angie Sage, Mark Zug",2006.0,Flyte,en-US
2291,"سعود السنعوسي, Saud Alsanousi",2012.0,ساق البامبو [Saq al-Bambu],ara
2292,Rae Carson,2011.0,The Girl of Fire and Thorns,en-US
2293,Ann Aguirre,2011.0,Enclave,eng
2294,"Dava Sobel, Neil Armstrong",1995.0,Longitude,eng
2295,Patricia Cornwell,1997.0,Unnatural Exposure,en-GB
2296,"Johann Wolfgang von Goethe, Peter Salm",1808.0,Faust. Eine Tragödie,eng
2297,James W. Loewen,1995.0,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,eng
2298,Robin Hobb,2003.0,Fool's Fate,
2299,"Joe Hill, Gabriel Rodríguez",2008.0,Welcome to Lovecraft,en-US
2300,Patrick Ness,2009.0,The Ask and the Answer,eng
2301,Alexandra Ripley,1991.0,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,eng
2302,Laurell K. Hamilton,1996.0,Bloody Bones,eng
2303,F. Scott Fitzgerald,1920.0,This Side of Paradise,eng
2304,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,eng
2305,Kim Harrison,2005.0,Every Which Way But Dead,en-US
2306,Curtis Sittenfeld,2016.0,Eligible,eng
2307,Sarah Thornton,2008.0,Seven Days in the Art World,
2308,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,eng
2309,Dave Ramsey,2003.0,The Total Money Makeover: A Proven Plan for Financial Fitness,
2310,"Richard Atwater, Florence Atwater, Robert Lawson",1938.0,Mr. Popper's Penguins,eng
2311,Orson Scott Card,2002.0,Shadow Puppets,
2312,Lev Grossman,2014.0,The Magician's Land,eng
2313,William Faulkner,1932.0,Light in August,en-US
2314,"E.B. White, Fred Marcellino",1970.0,The Trumpet of the Swan,eng
2315,George Saunders,2013.0,Tenth of December,eng
2316,Sherrilyn Kenyon,2002.0,Night Pleasures,en-US
2317,"Thomas J. Stanley, William D. Danko",1995.0,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,eng
2318,Ally Carter,2009.0,Don't Judge a Girl by Her Cover,en-US
2319,Bob Dylan,2004.0,Chronicles: Volume One,eng
2320,Bill Bryson,1989.0,The Lost Continent: Travels in Small-Town America,en-US
2321,Lisa See,2011.0,Dreams of Joy (Shanghai Girls #2),en-CA
2322,Sidney Sheldon,1998.0,Tell Me Your Dreams,eng
2323,"Laura Ingalls Wilder, Garth Williams",1939.0,By the Shores of Silver Lake,
2324,Iain M. Banks,1988.0,The Player of Games,eng
2325,"George Selden, Garth Williams",1960.0,,eng
2326,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team,eng
2327,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953.0,Junky,eng
2328,"Roger Fisher, William Ury, Bruce Patton",1981.0,Getting to Yes: Negotiating agreement without giving in,en-US
2329,R.K. Lilley,2012.0,Mile high (Up In The Air #2),en-GB
2330,Colleen Hoover,2015.0,November 9,en-US
2331,Kerry Lonsdale,2016.0,Everything We Keep,eng
2332,Samantha Towle,2012.0,The Mighty Storm,eng
2333,Madeline Miller,2011.0,The Song of Achilles,eng
2334,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,eng
2335,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400.0,भगवद्गीता [Bhagavadgītā],eng
2336,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,eng
2337,Pam Muñoz Ryan,2000.0,Esperanza Rising,eng
2338,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",eng
2339,Candace Bushnell,1996.0,Sex and the City,
2340,Laurell K. Hamilton,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",en-US
2341,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,eng
2342,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,eng
